Date,Backtest Val,Daily PnL,Daily % PnL,Cumulative PnL,Portfolio Value
2021-12-31,10000.0,0.0,0.0,0.0,10000.0
2022-01-03,9942.175152911897,-57.824847088102615,-0.5782484708810265,-57.824847088102615,9942.175152911897
2022-01-04,10113.00707859862,113.00707859862086,1.1300707859862147,55.18223151051825,10055.182231510518
2022-01-05,9971.921004556825,-28.07899544317479,-0.28078995443174826,27.10323606734346,10027.103236067343
2022-01-06,9834.61102321406,-165.38897678594003,-1.6538897678593956,-138.28574071859657,9861.714259281403
2022-01-07,10134.0346,134.03460000000086,1.3403460000000145,-4.251140718595707,9995.748859281404
2022-01-10,10002.863628055658,2.8636280556584097,0.028636280556582072,-1.3875126629372971,9998.612487337063
2022-01-11,10064.817455704891,64.81745570489147,0.6481745570489084,63.429943041954175,10063.429943041954
2022-01-12,9989.29369680364,-10.70630319636075,-0.10706303196360567,52.723639845593425,10052.723639845593
2022-01-13,10084.510500000002,84.51050000000214,0.8451050000000127,137.23413984559556,10137.234139845596
2022-01-14,9980.203782978371,-19.796217021628763,-0.1979621702162926,117.4379228239668,10117.437922823967
2022-01-18,9958.081383289695,-41.91861671030529,-0.41918616710305834,75.51930611366151,10075.519306113662
2022-01-19,9943.525907565681,-56.47409243431866,-0.5647409243431878,19.04521367934285,10019.045213679343
2022-01-20,9945.513002673004,-54.48699732699606,-0.5448699732699569,-35.44178364765321,9964.558216352347
2022-01-21,9988.228314748787,-11.771685251213057,-0.1177168525121286,-47.21346889886627,9952.786531101134
2022-01-24,9978.633413022952,-21.366586977048428,-0.21366586977048518,-68.5800558759147,9931.419944124085
2022-01-25,10108.203788584975,108.20378858497497,1.0820378858497515,39.62373270906028,10039.62373270906
2022-01-26,9861.297752853254,-138.70224714674623,-1.3870224714674584,-99.07851443768595,9900.921485562314
2022-01-27,9954.697184257184,-45.302815742816165,-0.45302815742815916,-144.38133018050212,9855.618669819498
2022-01-28,10152.549399999998,152.54939999999806,1.5254939999999717,8.16806981949594,10008.168069819496
2022-01-31,10173.350633464823,173.35063346482275,1.7335063346482382,181.5187032843187,10181.518703284319
2022-02-01,10022.409861063801,22.409861063801145,0.22409861063801273,203.92856434811983,10203.92856434812
2022-02-02,9939.268100000001,-60.73189999999886,-0.607318999999984,143.19666434812098,10143.196664348121
2022-02-03,9963.537956170992,-36.4620438290076,-0.3646204382900753,106.73462051911338,10106.734620519113
2022-02-04,9973.44043014727,-26.55956985273042,-0.2655956985272989,80.17505066638296,10080.175050666383
2022-02-07,10170.007661217835,170.00766121783454,1.7000766121783473,250.1827118842175,10250.182711884217
2022-02-08,9901.697550665578,-98.30244933442191,-0.98302449334422,151.8802625497956,10151.880262549796
2022-02-09,10063.914070492981,63.91407049298141,0.6391407049298081,215.794333042777,10215.794333042777
2022-02-10,10325.9256,325.9256000000005,3.2592560000000104,541.7199330427775,10541.719933042777
2022-02-11,10101.768217498675,101.76821749867486,1.0176821749867448,643.4881505414523,10643.488150541452
2022-02-14,9986.923967140445,-13.076032859555198,-0.1307603285955472,630.4121176818971,10630.412117681897
2022-02-15,9893.466136392357,-106.53386360764307,-1.0653386360764294,523.8782540742541,10523.878254074254
2022-02-16,9947.605014259301,-52.39498574069876,-0.5239498574069912,471.4832683335553,10471.483268333555
2022-02-17,10028.656151434496,28.65615143449577,0.2865615143449629,500.1394197680511,10500.139419768051
